Company Name,Industry,Round/Series,Location,About Company,Cleaned_amount($),Year,Company/Brand,HeadQuarter,Sector,Investor,Amount($),Stage,Company_Name,column10
,,,,,,2021,,Bangalore,EdTech,Titan Capital,300000,Seed,SkilloVilla,
,,,,,,2021,,Telugana,HealthCare,Axilor,1500000,Series A,Cancer Clinics,
,,,,,,2021,,Bangalore,FinTech,Valar Ventures,1300000,Seed,Velocity,
,,,,,,2021,,New Delhi,Food & Beverages,Inflection Point Ventures,400000,Seed,Happy Jars,
,,,,,,2021,,Noida,Media,"Addition, SIG Global India Fund",40000000,0,Inshorts,
,,,,,,2021,,Pune,MarTech,"9Unicorns Accelerator Fund, Indian Angel Network",1000000,Series A,ExtraaEdge,
,,,,,,2021,,Pune,Tech Startup,Alfa Ventures,1250000,Seed,Zotalabs,
,,,,,,2021,,Bangalore,Advertisement,1Crowd,1800000,Series A,Voiro,
,,,,,,2021,,Mumbai,Gaming,"TCV, D1 Capital Partners, Falcon Edge.",400000000,0,Dream Sports,
,,,,,,2021,,New Delhi,AgriTech,BanyanTree Finance Pvt. Ltd.,50000000,0,Safex Chemicals,
,,,,,,2021,,Bangalore,Content creation,"EXPERT DOJO, Mumbai Angels",0,0,Instoried,
,,,,,,2021,,Bangalore,FinTech,Quona Capital,4100000,Series A,Rupifi,
,,,,,,2021,,Mumbai,FinTech,"Ashv Finance, BlackSoil Capital",3000000,Debt,Moneyboxx,
,,,,,,2021,,Gurugram,E-commerce,"WaterBridge Ventures, SAIF Partners",11000000,Series A,CityMall,
,,,,,,2021,,Bangalore,Heathcare,"Sweta Rau, 9Unicorns Accelerator Fund",1000000,Seed,Janani,
,,,,,,2021,,Bangalore,AgriTech,"Omnivore, Strive Ventures",1700000,Seed,ReshaMandi,
,,,,,,2021,,New Delhi,Lifestyle,"Rajesh Sud, KULDEEP JAIN",2000000,0,Bombay Shaving Company,
,,,,,,2021,,Gurugram,FinTech,"PayU, Google",27000000,Series A,DotPe,
,,,,,,2021,,Bangalore,Augmented reality,"Sundi Natarajan, Srinivas Anumolu",0,0,Homingos,
,,,,,,2021,,Mumbai,Tech Startup,"Titan Capital, First Cheque",0,0,Anar Business Community,
,,,,,,2021,,Chennai,FinTech,"TPG Capital Asia, Epiq Capital",234000000,0,Five Star Finance,
,,,,,,2021,,Bangalore,Rental space,MaGEHold Pte. Ltd.,0,Series A,Settlrs,
,,,,,,2021,,Bangalore,EdTech,"BlackRock, Owl Ventures",460000000,Series F,BYJU'S,
,,,,,,2021,,Bhubaneswar,FinTech,"Asian Development Bank, Oman India Joint Investment Fund",30000000,0,Annapurna Finance,
,,,,,,2021,,Bangalore,HealthCare,"JSW Ventures, Kalaari Capital",13500000,Series B,HealthPlix,
,,,,,,2021,,Bangalore,EdTech,"Unitus Ventures, Omidyar Network India",5000000,Series A,Masai School,
,,,,,,2021,,Mumbai,D2C Fashion,"IvyCap Ventures, Pratithi Investment Trust",4000000,0,Bewakoof,
,,,,,,2021,,New Delhi,FinTech,"ACPI Investments, AdvantEdge Founders",5100000,0,IndiaLends,
,,,,,,2021,,Bangalore,BioTechnology,"RouteOne, Mankekar Family Office",195000000,Series B,Stelis Biopharma,
,,,,,,2021,,Bangalore,Bike Rental,Y Combinator,125000,0,Tilt,
,,,,,,2021,,Jaipur,AI startup,India Quotient,15000000,Seed,NeoDove,
,,,,,,2021,,Kottayam,BioTechnology,TCN International Commerce,10000000,0,Zaara Biotech,
,,,,,,2021,,Bangalore,FinTech,"Alpine Capital, PremjiInvest",75000000,Seed,KreditBee,
,,,,,,2021,,Gurugram,FinTech,"Bon Angels Venture Partners, Daesung Private Equity",10000000,Debt,True Balance,
,,,,,,2021,,Bangalore,FinTech,0,1000000,Seed,Muvin,
,,,,,,2021,,Mumbai,Beauty products,"Spring Marketing Capital, Verlinvest",45000000,0,Purplle,
,,,,,,2021,,Bangalore,Tech Startup,Elevation Capital,10000000,Series A,FloBiz,
,,,,,,2021,,New Delhi,Health care,Y Combinator,1500000,Seed,Jeevam Health,
,,,,,,2021,,Beijing,Tech Startup,Bain Capital,200000000,0,NewLink Group,
,,,,,,2021,,Mumbai,Heathcare,"F-Prime Capital, Eight Roads Ventures India",12000000,Series B,OZiva,
,,,,,,2021,,Panaji,Tourism,"Mumbai Angels, DNA Entertainment Networks",1000000,Series A,Blive,
,,,,,,2021,,Mumbai,Gaming,"Hornbill Capital Advisers, Plutus Wealth Management",30000000,0,Nazara Technologies,
,,,,,,2021,,New Delhi,Automotive,"ADB Ventures, Jetty Ventures",2600000,Series A,Euler Motors,
,,,,,,2021,,Bangalore,SpaceTech,"Techstars, Ryan Johnson",7300000,Seed,Pixxel,
,,,,,,2021,,Gujarat,Solar,"Venture Catalysts, 9Unicorns Accelerator Fund",3500000,Seed,Prescinto,
,,,,,,2021,,Mumbai,Beauty products,Bessemer Venture Partners,20000000,Series C,MyGlamm,
,,,,,,2021,,Bangalore,Gaming,"Titan Capital, iSeed, First Cheque, 3.0 Fund.",300000,Seed,Chirrup,
,,,,,,2021,,Gurugram,Insurance,"Falcon Edge Capital, White Oak Global Advisors",75000000,0,Policybazaar,
,,,,,,2021,,Bangalore,Rental space,Angel investors,5000000,0,Livve Homes,
,,,,,,2021,,Coimbatore,HealthCare,Akya Ventures,6300000,Series A,Juicy Chemistry,
,,,,,,2021,,Mumbai,FinTech,"Kayenne Ventures, Nordic Microfinance Initiative",4000000,0,Svasti Microfinance,
,,,,,,2021,,New Delhi,Consulting,Titan Capital,2000000,0,Nexprt,
,,,,,,2021,,Bangalore,AI startup,"Kae Capital, Pi Ventures",0,0,Wysa,
,,,,,,2021,,Mumbai,FinTech,0,40000000,0,Ankur capital,
,,,,,,2021,,Gurugram,FinTech,"Elevar Equity, Accel India",5000000,Debt,Indifi,
,,,,,,2021,,Mumbai,FinTech,0,0,Seed,Firmway,
,,,,,,2021,,Mumbai,FemTech,0,1000000,Seed,Say Cheese,
,,,,,,2021,,Pune,Cultural,Marquee investors,300000,0,Indic Inspirations,
,,,,,,2021,,Mumbai,FinTech,"Titan Capital, Y Combinator",500000,Seed,Bimaplan,
,,,,,,2021,,Chennai,FinTech,"Jitendra Gupta, Better Capital",10000000,Series B,YAP,
,,,,,,2021,,Bangalore,FinTech,Jungle Ventures,17000000,Series B,Leap Finance,
,,,,,,2021,,Mumbai,FinTech,0,3000000,0,BlackSoil NBFC,
,,,,,,2021,,Gurugram,Hospitality,Hindustan Media Venture,200000000,0,OYO,
,,,,,,2021,,New Delhi,HealthCare,"Radiant Life Care Private Ltd, Life Healthcare",140000000,0,Max Healthcare,
,,,,,,2021,,Bangalore,HealthTech,"Mount Judi Ventures, growX Ventures, Season Two Ventures",2000000,Series A,4baseCare,
,,,,,,2021,,New Delhi,EdTech,Richard Rekhy,400000,Seed,Ezstays,
,,,,,,2021,,Gurugram,Co-working,Inflection Point Ventures,500000,Series A,Stylework,
,,,,,,2021,,Bangalore,FinTech,"GAWA Capital, Gaja Capital",6000000,0,Kinara Capital,
,,,,,,2021,,Bangalore,InsureTech,"Better Capital, Bharat Inclusion Seed Fund",5000000,Series A,Riskcovry,
,,,,,,2021,,Gurugram,Gaming,Krafton,20000000,0,NODWIN,
,,,,,,2021,,Bangalore,EdTech,"Eight Roads Ventures India, Nexus Venture Partners",12500000,Series A,Quizizz,
,,,,,,2021,,New Delhi,E-commerce,"CDC Group, Partners Group",20000000,0,Ecom Express,
,,,,,,2021,,Mumbai,InsureTech,Jungle Ventures,45000000,Series D,Turtlemint,
,,,,,,2021,,Bangalore,Supply chain platform,"Matrix Partners India, Ankur Capital",3000000,Seed,Captain Fresh,
,,,,,,2021,,Chennai,FinTech,"U.S. International Development Finance Corp, Asian Development Bank",10000000,Debt,Northern Arc,
,,,,,,2021,,Bangalore,Social platform,Angel investors,800000,Seed,Qoohoo,
,,,,,,2021,,Mumbai,Gaming,"Hungama, Hindustan Talkies",500000,0,IGL,
,,,,,,2021,,Gurugram,E-commerce,Agility Venture Partners,200000,0,AMPM,
,,,,,,2021,,Chennai,Drone,"Speciale Invest, Farid Ahsan",1000000,Seed,The ePlane,
,,,,,,2021,,Gurugram,E-commerce,"Bessemer Venture Partners, CDH Investments",15000000,0,Cashify,
,,,,,,2021,,New Delhi,B2B service,"Sequoia Capital India, Matrix Partners India",0,0,Bijnis,
,,,,,,2021,,Gurugram,EdTech,"Chiratae Ventures, AET Fund",1000000,Seed,Questt,
,,,,,,2021,,Jaipur,E-commerce,"Omidyar Network, Falcon Edge Capital",3000000,Debt,DealShare,
,,,,,,2021,,New Delhi,Automotive,"Jetty Ventures, Srinivas Anumolu",4000000,Series A,Euler Motors,
,,,,,,2021,,Mumbai,FinTech,Avendus,40000000,0,Blume Ventures,
,,,,,,2021,,Bangalore,Blockchain startup,YourNest,1800000,Series A,KoineArth,
,,,,,,2021,,Pune,EdTech,Venture Catalysts,1500000,0,ImaginXP,
,,,,,,2021,,Gurugram,EdTech,"National Skill Development Corporation, Rianta Capital",0,0,Virohan,
,,,,,,2021,,Bangalore,Recruitment,"Sequoia Capital India, Rocketship.vc",12500000,0,Apna.co,
,,,,,,2021,,Mumbai,Drone,"Infosys, Qualcomm Ventures",2000000,0,ideaForge,
,,,,,,2021,,Bangalore,CleanTech,"Real Estate Accelerator Program (REAP), AngelList",500000,0,Clairco,
,,,,,,2021,,Chennai,FinTech,"Asian Development Bank, U.S. International Development Finance Corp",50000000,Debt,Northern Arc,
,,,,,,2021,,"Faridabad, Haryana",Fashion,"Kohlberg Kravis Roberts, Temasek Holdings",95000000,0,Lenskart,
,,,,,,2021,,New Delhi,Automotive,"Shireen Rangaswamy, Dilesh Gathani",0,Seed,ParkSmart,
,,,,,,2021,,Gurugram,EdTech,"Rebright Partners, Wadhwani Foundation",3000000,Series A,Virohan,
,,,,,,2021,,New Delhi,FinTech,"Dinesh Godara, Aditya Talwar",200000,Seed,BankSathi,
,,,,,,2021,,Bangalore,EdTech,Better Capital,0,Seed,Spark Studio,
,,,,,,2021,,Bangalore,Fashion,Elevation Capital,2000000,Seed,BlissClub,
,,,,,,2021,,Bangalore,Real estate,Angel investors,350000,Seed,BricSpaces,
,,,,,,2021,,Bangalore,Consulting,"Sistema Asia Capital, Evolvence India Fund",15000000,Series B,ANSR,
,,,,,,2021,,Pune,AI company,"Rajesh Agarwal, Nandkishore Mundada",0,Seed,Keito,
,,,,,,2021,,Gurugram,Sports startup,"Kallol Banerjee, Jaydeep Barman",400000,Seed,Reccy Adventures,
,,,,,,2021,,Mumbai,Renewable Energy,"JITO Angel Network, LetsVenture",15000000,Series A,Magenta EV,
,,,,,,2021,,Bangalore,FinTech,"MyAsia VC, Orios Venture Partners",1000000,Series A,Karbon Card,
,,,,,,2021,,Bangalore,AI company,"W Health Ventures, Pi Ventures",5000000,Series A,Wysa,
,,,,,,2021,,Chennai,SpaceTech,"Artha India Ventures, Sriram Krishnan",11000000,Series A,Agnikul,
,,,,,,2021,,New Delhi,FinTech,9Unicorns,0,Seed,LegalPay,
,,,,,,2021,,Bangalore,SaaS startup,Inflection Point Ventures,200000,Series A,Glamplus,
,,,,,,2021,,Gurugram,EdTech,"GSV, Multiply Ventures",1500000,Seed,Tekie,
,,,,,,2021,,Chennai,FinTech,"WorldBusiness Capital, Northern Arc",15000000,0,Asirvad Microfinance,
,,,,,,2021,,Bangalore,FinTech,"Tanglin Ventures, Better Capital, Whiteboard Capital",0,Series A,Avalon Labs,
,,,,,,2021,,Bangalore,Matrimony,"Y Combinator, Rehan A Khan",3000000,Series A,Betterhalf.ai,
,,,,,,2021,,Bangalore,Social Media,"Balaji Srinivasan, Naval Ravikant",30000000,Series B,Koo,
,,,,,,2021,,Noida,AI startup,"Devesh Sachdev, Bhavesh Manglani",0,Seed,Rezo.ai,
,,,,,,2021,,Mumbai,EdTech,"Pradeep K Jaisingh, Jayant Mehrotra",200000,Series A,Mentoria,
,,,,,,2021,,Bangalore,Human Resources,"Varun Alagh, Harish Daiya",1800000,Seed,Cuvette Tech,
,,,,,,2021,,New Delhi,BioTechnology,"IAN Fund, World Startup Factory",600000,0,Clensta,
,,,,,,2021,,Gurugram,AgriTech,"Omidyar Network India, Avaana Capital",24000000,Series A,FarMart,
,,,,,,2021,,Mumbai,FinTech,"Brex, Y-Combinator",8000000,Seed,Kodo Card,
,,,,,,2021,,Mumbai,Crypto,"Mark Cuban, MiH Ventures",0,0,Polygon,
,,,,,,2021,,New Delhi,Mobility,"IvyCap Ventures, IAN Fund",6000000,0,Get My Parking,
,,,,,,2021,,Hyderabad,Electronics,"Gurj Aujla, Ashik K",500000,Series A,Cellestial,
,,,,,,2021,,Mumbai,Sports startup,Dream Sports,50000000,0,FanCode,
,,,,,,2021,,Mumbai,FinTech,"The Chatterjee Group, Prophetic Ventures",30000000,Series A,Jai Kisan,
,,,,,,2021,,Bangalore,HealthCare,"Harsh Jain, Lalit Keshre",15000000,Series A,Plum,
,,,,,,2021,,Satara,HealthCare,"Supriya Kumari, Premanshu Singh",140000,0,ThatMate,
,,,,,,2021,,Mumbai,EdTech,ah! Ventures,200000,Series A,Klassroom,
,,,,,,2021,,Bangalore,SaaS startup,"9Unicorns Accelerator Fund, Sunder Nookala",300000,Seed,Convin,
,,,,,,2021,,Bangalore,Clothing,"Accel Partners, Falcon Edge Capital, Norwest Venture Partners",50000000,Series A,Mensa Brands,
,,,,,,2021,,Ahmadabad,Consulting,Pravesh Mehta,200000,0,Disruptium,
,,,,,,2021,,Orissia,HealthCare,0,5000000,Series A,MedTel Healthcare,
,,,,,,2021,,Bangalore,FinTech,"Gaurav Gupta, Vivek Srivatsav",200000,0,Pickright Technologies,
,,,,,,2021,,New Delhi,EdTech,Lead Angels,0,Seed,Ingenium,
,,,,,,2021,,New Delhi,FinTech,"Amplo, Insight Partners",6000000,Debt,BharatPe,
,,,,,,2021,,Bangalore,Tech Startup,"Induslaw, Reddy Futures",1000000,Seed,RuleZero,
,,,,,,2021,,Mumbai,IT startup,0,800000,Seed,Rubix Data Sciences,
,,,,,,2021,,Mumbai,Analytics,Yuj Ventures,4000000,Series A,Locobuzz,
,,,,,,2021,,Mumbai,FinTech,Geekster,2000000,Seed,We Founder Circle,
,,,,,,2021,,Jaipur,Finance,"Manish Subramaniam, Upaya Social Ventures",800000,Series A,Haqdarshak,
,,,,,,2021,,Mumbai,Logistics,Eaglewings Ventures,0,Seed,Celcius,
,,,,,,2021,,Chandigarh,AI startup,Appit Simple Infotek,200000,0,Enthu.ai,
,,,,,,2021,,Bangalore,AI startup,Beyond Next Ventures,1000000,Series A,Myelin Foundry,
,,,,,,2021,,Chennai,AI startup,"Ramakant Sharma, Elevation Capital",3000000,Seed,SuperOps.ai,
,,,,,,2021,,Mumbai,Retail,"Keiretsu Forum, SucSEED Venture Partners",1000000,0,6Degree,
,,,,,,2021,,Bangalore,EdTech,"Lightspeed India Partners, CM Ventures",16500000,Series A,Teachmint,
,,,,,,2021,,Jodhpur,HealthCare,0,100000,Seed,Sarathi,
,,,,,,2021,,Chennai,Software,0,340000,Seed,Jidoka Technologies,
,,,,,,2021,,Bangalore,Transportation,"Skycatcher, Nexus Venture Partners",43000000,Series C,Rapido,
,,,,,,2021,,Bangalore,EdTech,"Tiga Investments, Baron Capital",150000000,0,BYJU'S,
,,,,,,2021,,Pune,E-commerce,"Avataar Venture Partners, Kalaari Capital",75000000,Series D,ElasticRun,
,,,,,,2021,,Bangalore,FinTech,"Alteria Capital, Matrix Partners India",3000000,Debt,Avail Finance,
,,,,,,2021,,Noida,FinTech,"Raghav Kapur, Indian Angel Network",1600000,Series A,Nivesh,
,,,,,,2021,,Pune,IoT platform,GSF Accelerator,1000000,0,Thingsup,
,,,,,,2021,,Mumbai,FinTech,"Rishi Kumar Bagla, Krishen Lal Khanna",1000000,Series A,Arthya Wealth and Investments,
,,,,,,2021,,Mumbai,E-commerce,"Glade Brook Capital, Nexus, Y Combinator",60000000,0,Zepto,
,,,,,,2021,,Bangalore,Financial Services,"Capital Group, Falcon Edge",50000000,Series B,Fi,
,,,,,,2021,,Gurugram,Commerce,"Dinesh Agarwal, Amarjit Batra",1000000,Series A,Kiko Live,
,,,,,,2021,,Hyderabad,Computer Software,"Arcilla, Samir Khosla",0,0,TurboHire,
,,,,,,2021,,Mumbai,Hospitality,"SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network",1000000,Series A,The Hosteller,
,,,,,,2021,,Bangalore,Defense & Space,Baring PE India,0,0,SatSure,
,,,,,,2021,,New Delhi,Financial Services,Manuvel Malabar Jewellers,2000000,Series A,Ruptok Fintech,
,,,,,,2021,,Bangalore,Retail,Nabventures,2000000,0,VilCart,
,,,,,,2021,,Bangalore,Food & Beverages,Sixth Sense Ventures,7000000,Series A,Dogsee Chew,
,,,,,,2021,,Gurugram,HR Tech,"Y Combinator, Jetty Ventures, Earlsfield Capital, SMC Advisors, Kunal Shah",3300000,Series A,Advantage Club,
,,,,,,2021,,Bangalore,Financial Services,"Kunal Shah, Snehal Fulzele",150000,0,TRDR,
,,,,,,2021,,Bangalore,Mobility,SternAegis Ventures,92000000,0,Zoomcar,
,,,,,,2021,,Mumbai,Logistics & Supply Chain,CDC Group,10000000,0,Leap India,
,,,,,,2021,,Mumbai,Consumer Goods,Alteria Capital,400000,0,SuperBottoms,
,,,,,,2021,,Bangalore,"Health, Wellness & Fitness",Indian Angel Network,600000,Seed,Cora Health,
,,,,,,2021,,New Delhi,Renewables & Environment,"Blume Ventures, Orios Ventures",7000000,Series A,Battery Smart,
,,,,,,2021,,Pune,Information Technology & Services,"Warburg Pincus﻿, Prosus Ventures",150000000,Series D,The Good Glamm Group,
,,,,,,2021,,Mumbai,"Health, Wellness & Fitness",Sequoia,24000000,Series A,Mosaic Wellness,
,,,,,,2021,,Bangalore,SaaS startup,Titan Capital,300000,Seed,CloudFiles,
,,,,,,2021,,Mumbai,Entertainment,BlackSoil,2000000,0,The Viral Fever,
,,,,,,2021,,New Delhi,Retail,"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal",1500000,Series A,Xpand,
,,,,,,2021,,Hyderabad,E-commerce,OAKS Asset Management,7000000,Series A,Troo Good,
,,,,,,2021,,New Delhi,Business Supplies & Equipment,"Titan Capital, LetsVenture",300000,Seed,Prodo,
,,,,,,2021,,Noida,FinTech,"Incofin, NabVentures, Orios",7000000,Series A,Unnati,
,,,,,,2021,,Bangalore,NFT,BEENEXT,3000000,Seed,Lysto,
,,,,,,2021,,Bangalore,Furniture,SIG,20000000,Series C,Wakefit,
,,,,,,2021,,Coimbatore,Oil & Energy,Inflection Point Ventures,100000,Seed,Buyofuel,
,,,,,,2021,,Bangalore,EV,"Blume Ventures, Micelio Fund",3000000,Seed,ElectricPe,
,,,,,,2021,,Pune,Financial Services,"CDC Group, Jungle Ventures, March Capital, Marshall Wace",30000000,Series C,Vayana Network,
,,,,,,2021,,Surat,E-learning,"Ashish Jain, Ajay Surana",100000,Seed,Valuationary,
,,,,,,2021,,Lucknow,Online Media,"We Founder Circle, Appyhigh, Mumbai Angels",150000,0,Knocksense,
,,,,,,2021,,Ahmedabad,Information Technology & Services,"Aroa Ventures, GVFL, Udaan",4500000,0,Petpooja,
,,,,,,2021,,Gurugram,Food & Beverages,"Investcorp, Omidyar Network",17000000,0,Wingreens Farms,
,,,,,,2021,,New York,Company-as-a-Service,Nexus Venture Partners,3000000,0,Doola,
,,,,,,2021,,Gurugram,Eyewear,2000000,2000000,Series A,EyeMyEye,
,,,,,,2021,,Mumbai,Textiles,"Riteesh Mohan Bakshi, Raghav Mohan Bakshi, Achin Kochar",2000000,0,Bombay Hemp Company,
,,,,,,2021,,Bangalore,Information Technology & Services,"Info Edge Ventures, Omnivore",3000000,Series A,DGV,
,,,,,,2021,,Chennai,Information Technology & Services,Kalaari Capital,12000000,Series A,GuardianLink,
,,,,,,2021,,Bangalore,Hospital & Health Care,MassMutual Ventures,4000000,Series A,Clinikk,
,,,,,,2021,,Bangalore,Computer Software,"Sequoia Capital , Together Fund",2500000,0,Toplyne,
,,,,,,2021,,Bangalore,D2C,"Alpha Wave Ventures, Falcon Edge Capital",135000000,Series B,Mensa,
,,,,,,2021,,Haryana,Professional Training & Coaching,"Vivek Vaidya, Kevin Donlon, Ayush Singh",8000000,Seed,GENLEAP,
,,,,,,2021,,Chennai,Maritime,"Kieretsu Forum, Lets Venture, Shell",1600000,Series A,Planys,
,,,,,,2021,,Mumbai,Consumer Goods,"Sixth Sense Ventures, Godrej Family office, Malpani Group",20000000,0,Wonderchef,
,,,,,,2021,,New Delhi,Information Technology & Services,Sequoia Capital India,15000000,Series A,GoKwik,
,,,,,,2021,,Bangalore,Financial Services,Valar Ventures,20000000,Series A,Velocity,
,,,,,,2021,,Gurugram,Financial Services,"Y-Combinator, AME Cloud Ventures, Gokul Rajaram",4000000,Seed,SalaryBox,
,,,,,,2021,,Gurugram,Furniture,Inflection Point Ventures,200000,Seed,Boingg,
,,,,,,2021,,Santra,Venture Capital & Private Equity,0,15000000,0,Better Capital,
,,,,,,2021,,Bangalore,Financial Services,Smallcase,5000000,0,Tickertape,
,,,,,,2021,,New Delhi,Financial Services,"The StarupLab, AngelBay",0,0,Zenpay Solutions,
,,,,,,2021,,Mumbai,E-learning,"Dallas Venture Capital, Mars Growth Capital",13000000,Series B,Disprz,
,,,,,,2021,,"Mountain View, CA",Computer Software,Sequoia Capital,0,0,Arbo Works,
,,,,,,2021,,Trivandrum,E-learning,"Raj Nair, Gopinath Latpate",300000,Seed,Inzpira,
,,,,,,2021,,Bangalore,Financial Services,"Y Combinator, Goat VC, JAM Fund, Goodwater Capital",5500000,0,Defy,
,,,,,,2021,,Gurugram,"Health, Wellness & Fitness","Binny Bansal, General Catalyst",6000000,Seed,Mindhouse,
,,,,,,2021,,Ahmedabad,Housing Marketplace,0,155000,0,Homversity,
,,,,,,2021,,Jaipur,Education Management,Inflection Point Ventures,1000000,Seed,Toppersnotes,
,,,,,,2021,,Bangalore,Real Estate,"General Atlantic, Tiger Global, Moore Strategic Ventures",2100000,Series E,NoBroker.com,
,,,,,,2021,,Pune,Industrial Automation,Ascent Capital,20000000,Series B,Haber,
,,,,,,2021,,Gurugram,Financial Services,"Northern Arc, Arthmate, Shine Star, E clear, Hinduja",30000000,0,True Balance,
,,,,,,2021,,Hyderabad,Financial Services,"Family Office of Kantamaneni, IIM Calcutta Innovation Park",400000,0,Recordent,
,,,,,,2021,,New Delhi,Consumer Goods,"Saama Capital﻿, ﻿Titan Capital﻿, DSG Consumer Partners",700000,Seed,Koparo,
,,,,,,2021,,Gurugram,Financial Services,"Omidyar Network, Flourish Ventures, Elevar Equity, Accel",40000000,0,Indifi,
,,,,,,2021,,Bangalore,Real Estate,"ah! Ventures, We Founder Circle",500000,Seed,Settl,
,,,,,,2021,,New Delhi,Tech startup,"Sequoia Capital, Matrix Partners",25000000,Series B,Park+,
,,,,,,2021,,Bangalore,Automotive,0,21000000,,Simple Energy,
,,,,,,2021,,Mumbai,Sports,"Falcon Edge, DST Global, D1 Capital, Redbird Capital, Tiger Global",840000000,0,Dream Sports,
,,,,,,2021,,Gurugram,Automotive,"Abu Dhabi Growth Fund, Tiger Global",248000000,Series E,Spinny,
,,,,,,2021,,Bangalore,Furniture Rental,"Accel, Bain Capital",10000000,0,Rentomojo,
,,,,,,2021,,Bangalore,Financial Services,"Tiger Global, Insight Partners",220000000,Series B,Slice,
,,,,,,2021,,Bangalore,E-learning,Ronnie Screwvala,5000000,Series A,21K School,
,,,,,,2021,,Gurugram,E-learning,WestBridge Capital,20000000,Series B,Adda247,
,,,,,,2021,,Pune,Hospital & Health Care,"Elevation, General Catalyst",12000000,0,Loop Health,
,,,,,,2021,,Bangalore,Financial Services,Alteria Capital,1000000,Debt,Rupifi,
,,,,,,2021,,Ahmedabad,Cosmetics,"Equanimity Ventures, 9Unicorns",1500000,Series A,RENEE Cosmetics,
,,,,,,2021,,Gurugram,Consumer Goods,Nueva,400000,Seed,Svish,
,,,,,,2021,,New Delhi,FinTech,Tiger Global,30000000,Series C,Progcap,
,,,,,,2021,,Bangalore,Recruitment,"Blume Ventures, Nexus Venture Partners",4300000,0,Smartstaff,
,,,,,,2021,,Mumbai,Textiles,"Apoorva Sharma, The Chennai Angels, Karthik Bhat",570000,Seed,D’Moksha Homes,
,,,,,,2021,,Gurugram,E-commerce,"Gokul Rajaram, Venture Catalysts",2200000,Series A,ANS Commerce,
,,,,,,2021,,Mumbai,Information Technology & Services,Kvanto Payment Services,4700000,0,Mobileware Technologies,
,,,,,,2021,,Noida,Insurance,"Siana Capital, Inflexor Ventures, Stride Ventures",7000000,Series A,GramCover,
,,,,,,2021,,Bangalore,EdTech,"Oxshott Capital Partners, XN Exponent, Edelweiss",300000000,0,BYJU'S,
,,,,,,2021,,Bangalore,Information Technology & Services,"Kunal Shah, Better Capital",1300000,0,Hyperface,
,,,,,,2021,,Bangalore,Food & Beverages,0,52000000,Series G,Licious,
,,,,,,2021,,Mumbai,Mobility,"Lightrock India, Filter Capital",40000000,Series C,Chalo,
,,,,,,2021,,Chennai,Information Technology & Services,BlackSoil,4000000,0,Kaar Technologies,
,,,,,,2021,,Jharkhand,Farming,EKKI,0,0,Kissan Pro,
,,,,,,2021,,Gurugram,EdTech,WestBridge Capital,28000000,Series B,Sunstone Eduversity,
,,,,,,2021,,Hyderabad,Telecommunications,Stakeboat Capital,5000000,Series A,Ozonetel,
,,,,,,2021,,Bangalore,Crypto,"Coinbase Ventures, Andreessen Horowitz",260000000,Series C,CoinSwitch Kuber,
,,,,,,2021,,Bangalore,Insurance,"BEENEXT, 3one4 Capital",3500000,Seed,Pazcare,
,,,,,,2021,,Bangalore,Automotive,"Let’s Venture, Better Capital",2000000,Seed,kWh Bikes,
,,,,,,2021,,Bangalore,Information Technology & Services,0,1000000,Series A,IBSFINtech,
,,,,,,2021,,Bangalore,Computer Software,International Finance Corporation,0,0,LeadSquared,
,,,,,,2021,,Kanpur,Renewables & Environment,"Alia Bhatt, IAN Fund, Social Alpha, Draper Richards Kaplan Foundation",0,0,Phool.co,
,,,,,,2021,,Chennai,"Health, Wellness & Fitness","Sequoia Capital India, ICONIQ Capital, Perceptive Advisors",140000000,Series C,Twin Health,
